# Time (s),Altitude (m),Vertical velocity (m/s),Drag coefficient (),Air density (g/cm³),Mach number (),Reference area (cm²)
4.035,368.7647,177.3106,0.5098,0.0012,0.5258,124.6898
4.0375,369.2081,177.4008,0.5099,0.0012,0.5261,124.6898
4.04,369.6517,177.491,0.51,0.0012,0.5264,124.6898
4.0425,370.0955,177.5811,0.5101,0.0012,0.5266,124.6898
4.045,370.5396,177.6712,0.5101,0.0012,0.5269,124.6898
4.0475,370.9839,177.7612,0.5102,0.0012,0.5272,124.6898
4.05,371.4284,177.8512,0.5103,0.0012,0.5275,124.6898
4.0525,371.8732,177.9412,0.5103,0.0012,0.5277,124.6898
4.055,372.3181,178.0311,0.5104,0.0012,0.528,124.6898
4.0575,372.7633,178.121,0.5105,0.0012,0.5283,124.6898
4.06,373.2087,178.2109,0.5105,0.0012,0.5285,124.6898
4.0625,373.6544,178.3007,0.5106,0.0012,0.5288,124.6898
4.065,374.1002,178.3905,0.5107,0.0012,0.5291,124.6898
4.0675,374.5463,178.4802,0.5108,0.0012,0.5294,124.6898
4.07,374.9926,178.5699,0.5108,0.0012,0.5296,124.6898
4.0725,375.4392,178.6596,0.5109,0.0012,0.5299,124.6898
4.075,375.8859,178.7493,0.511,0.0012,0.5302,124.6898
4.0775,376.3329,178.8389,0.511,0.0012,0.5304,124.6898
4.08,376.7801,178.9284,0.5111,0.0012,0.5307,124.6898
4.0825,377.2276,179.0179,0.5112,0.0012,0.531,124.6898
4.085,377.6752,179.1074,0.5113,0.0012,0.5313,124.6898
4.0875,378.1231,179.1969,0.5113,0.0012,0.5315,124.6898
4.09,378.5712,179.2863,0.5114,0.0012,0.5318,124.6898
4.0925,379.0195,179.3757,0.5115,0.0012,0.5321,124.6898
4.095,379.4681,179.465,0.5115,0.0012,0.5323,124.6898
4.0975,379.9168,179.5543,0.5116,0.0012,0.5326,124.6898
4.1,380.3658,179.6436,0.5117,0.0012,0.5329,124.6898
4.1025,380.8151,179.7328,0.5118,0.0012,0.5332,124.6898
4.105,381.2645,179.822,0.5118,0.0012,0.5334,124.6898
4.1075,381.7142,179.9112,0.5119,0.0012,0.5337,124.6898
4.11,382.1641,180.0003,0.512,0.0012,0.534,124.6898
4.1125,382.6142,180.0894,0.512,0.0012,0.5342,124.6898
4.115,383.0645,180.1784,0.5121,0.0012,0.5345,124.6898
4.1175,383.5151,180.2674,0.5122,0.0012,0.5348,124.6898
4.12,383.9659,180.3564,0.5123,0.0012,0.535,124.6898
4.1225,384.4169,180.4453,0.5123,0.0012,0.5353,124.6898
4.125,384.8681,180.5342,0.5124,0.0012,0.5356,124.6898
4.1275,385.3195,180.623,0.5125,0.0012,0.5358,124.6898
4.13,385.7712,180.7118,0.5125,0.0012,0.5361,124.6898
4.1325,386.2231,180.8006,0.5126,0.0012,0.5364,124.6898
4.135,386.6752,180.8893,0.5127,0.0012,0.5366,124.6898
4.1375,387.1275,180.978,0.5128,0.0012,0.5369,124.6898
4.14,387.5801,181.0667,0.5128,0.0012,0.5372,124.6898
4.1425,388.0329,181.1553,0.5129,0.0012,0.5374,124.6898
4.145,388.4859,181.2439,0.513,0.0012,0.5377,124.6898
4.1475,388.9391,181.3324,0.513,0.0012,0.538,124.6898
4.15,389.3925,181.4209,0.5131,0.0012,0.5382,124.6898
4.1525,389.8462,181.5093,0.5132,0.0012,0.5385,124.6898
4.155,390.3001,181.5978,0.5133,0.0012,0.5388,124.6898
4.1575,390.7542,181.6861,0.5133,0.0012,0.539,124.6898
4.16,391.2085,181.7745,0.5134,0.0012,0.5393,124.6898
4.1625,391.663,181.8628,0.5135,0.0012,0.5396,124.6898
4.165,392.1178,181.951,0.5135,0.0012,0.5398,124.6898
4.1675,392.5728,182.0392,0.5136,0.0012,0.5401,124.6898
4.17,393.028,182.1274,0.5137,0.0012,0.5404,124.6898
4.1725,393.4834,182.2155,0.5138,0.0012,0.5406,124.6898
4.175,393.9391,182.3036,0.5138,0.0012,0.5409,124.6898
4.1775,394.395,182.3917,0.5139,0.0012,0.5412,124.6898
4.18,394.851,182.4797,0.514,0.0012,0.5414,124.6898
4.1825,395.3074,182.5677,0.514,0.0012,0.5417,124.6898
4.185,395.7639,182.6556,0.5141,0.0012,0.542,124.6898
4.1875,396.2206,182.7435,0.5142,0.0012,0.5422,124.6898
4.19,396.6776,182.8313,0.5143,0.0012,0.5425,124.6898
4.1925,397.1348,182.9191,0.5143,0.0012,0.5427,124.6898
4.195,397.5922,183.0069,0.5144,0.0012,0.543,124.6898
4.1975,398.0498,183.0946,0.5145,0.0012,0.5433,124.6898
4.2,398.5077,183.1823,0.5145,0.0012,0.5435,124.6898
4.2025,398.9657,183.27,0.5146,0.0012,0.5438,124.6898
4.205,399.424,183.3576,0.5147,0.0012,0.5441,124.6898
4.2075,399.8825,183.4451,0.5148,0.0012,0.5443,124.6898
4.21,400.3412,183.5326,0.5148,0.0012,0.5446,124.6898
4.2125,400.8002,183.6201,0.5149,0.0012,0.5449,124.6898
4.215,401.2593,183.7075,0.515,0.0012,0.5451,124.6898
4.2175,401.7187,183.7949,0.515,0.0012,0.5454,124.6898
4.22,402.1783,183.8823,0.5151,0.0012,0.5456,124.6898
4.2225,402.6381,183.9696,0.5152,0.0012,0.5459,124.6898
4.225,403.0982,184.0568,0.5153,0.0012,0.5462,124.6898
4.2275,403.5584,184.144,0.5153,0.0012,0.5464,124.6898
4.23,404.0189,184.2312,0.5154,0.0012,0.5467,124.6898
4.2325,404.4796,184.3183,0.5155,0.0012,0.5469,124.6898
4.235,404.9405,184.4054,0.5155,0.0012,0.5472,124.6898
4.2375,405.4016,184.4925,0.5156,0.0012,0.5475,124.6898
4.24,405.8629,184.5795,0.5157,0.0012,0.5477,124.6898
4.2425,406.3245,184.6664,0.5158,0.0012,0.548,124.6898
4.245,406.7863,184.7533,0.5158,0.0012,0.5482,124.6898
4.2475,407.2483,184.8402,0.5159,0.0012,0.5485,124.6898
4.25,407.7105,184.927,0.516,0.0012,0.5488,124.6898
4.2525,408.1729,185.0138,0.516,0.0012,0.549,124.6898
4.255,408.6355,185.1006,0.5161,0.0012,0.5493,124.6898
4.2575,409.0984,185.1873,0.5162,0.0012,0.5496,124.6898
4.26,409.5615,185.274,0.5163,0.0012,0.5498,124.6898
4.2625,410.0248,185.3606,0.5163,0.0012,0.5501,124.6898
4.265,410.4883,185.4472,0.5164,0.0012,0.5503,124.6898
4.2675,410.952,185.5338,0.5165,0.0012,0.5506,124.6898
4.27,411.416,185.6203,0.5166,0.0012,0.5509,124.6898
4.2725,411.8801,185.7068,0.5166,0.0012,0.5511,124.6898
4.275,412.3445,185.7932,0.5167,0.0012,0.5514,124.6898
4.2775,412.8091,185.8796,0.5168,0.0012,0.5517,124.6898
4.28,413.2739,185.966,0.5169,0.0012,0.5519,124.6898
4.2825,413.7389,186.0523,0.5169,0.0012,0.5522,124.6898
4.285,414.2041,186.1386,0.517,0.0012,0.5524,124.6898
4.2875,414.6696,186.2249,0.5171,0.0012,0.5527,124.6898
4.29,415.1353,186.3111,0.5172,0.0012,0.553,124.6898
4.2925,415.6012,186.3973,0.5172,0.0012,0.5532,124.6898
4.295,416.0673,186.4835,0.5173,0.0012,0.5535,124.6898
4.2975,416.5336,186.5696,0.5174,0.0012,0.5538,124.6898
4.3,417.0001,186.6557,0.5175,0.0012,0.554,124.6898
4.3025,417.4669,186.7417,0.5175,0.0012,0.5543,124.6898
4.305,417.9338,186.8277,0.5176,0.0012,0.5545,124.6898
4.3075,418.401,186.9136,0.5177,0.0012,0.5548,124.6898
4.31,418.8684,186.9996,0.5178,0.0012,0.5551,124.6898
4.3125,419.336,187.0854,0.5178,0.0012,0.5553,124.6898
4.315,419.8038,187.1713,0.5179,0.0012,0.5556,124.6898
4.3175,420.2718,187.257,0.518,0.0012,0.5558,124.6898
4.32,420.7401,187.3428,0.5181,0.0012,0.5561,124.6898
4.3225,421.2086,187.4285,0.5181,0.0012,0.5563,124.6898
4.325,421.6772,187.5142,0.5182,0.0012,0.5566,124.6898
4.3275,422.1461,187.5998,0.5183,0.0012,0.5569,124.6898
4.33,422.6152,187.6854,0.5184,0.0012,0.5571,124.6898
4.3325,423.0846,187.7709,0.5184,0.0012,0.5574,124.6898
4.335,423.5541,187.8564,0.5185,0.0012,0.5576,124.6898
4.3375,424.0238,187.9419,0.5186,0.0012,0.5579,124.6898
4.34,424.4938,188.0273,0.5187,0.0012,0.5582,124.6898
4.3425,424.964,188.1127,0.5187,0.0012,0.5584,124.6898
4.345,425.4344,188.198,0.5188,0.0012,0.5587,124.6898
4.3475,425.905,188.2833,0.5189,0.0012,0.5589,124.6898
4.35,426.3758,188.3685,0.519,0.0012,0.5592,124.6898
4.3525,426.8468,188.4538,0.519,0.0012,0.5594,124.6898
4.355,427.318,188.5389,0.5191,0.0012,0.5597,124.6898
4.3575,427.7895,188.624,0.5192,0.0012,0.5599,124.6898
4.36,428.2612,188.7091,0.5193,0.0012,0.5602,124.6898
4.3625,428.733,188.7942,0.5193,0.0012,0.5605,124.6898
4.365,429.2051,188.8791,0.5194,0.0012,0.5607,124.6898
4.3675,429.6774,188.9641,0.5195,0.0012,0.561,124.6898
4.37,430.15,189.049,0.5196,0.0012,0.5612,124.6898
4.3725,430.6227,189.1339,0.5196,0.0012,0.5615,124.6898
4.375,431.0956,189.2187,0.5197,0.0012,0.5617,124.6898
4.3775,431.5688,189.3035,0.5198,0.0012,0.562,124.6898
4.38,432.0421,189.3882,0.5199,0.0012,0.5622,124.6898
4.3825,432.5157,189.4729,0.5199,0.0012,0.5625,124.6898
4.385,432.9895,189.5575,0.52,0.0012,0.5628,124.6898
4.3875,433.4635,189.6421,0.5201,0.0012,0.563,124.6898
4.39,433.9377,189.7267,0.5202,0.0012,0.5633,124.6898
4.3925,434.4121,189.8112,0.5202,0.0012,0.5635,124.6898
4.395,434.8868,189.8957,0.5203,0.0012,0.5638,124.6898
4.3975,435.3616,189.9801,0.5204,0.0012,0.564,124.6898
4.4,435.8367,190.0645,0.5205,0.0012,0.5643,124.6898
4.4025,436.3119,190.1488,0.5205,0.0012,0.5645,124.6898
4.405,436.7874,190.2331,0.5206,0.0012,0.5648,124.6898
4.4075,437.2631,190.3174,0.5207,0.0012,0.565,124.6898
4.41,437.739,190.4016,0.5208,0.0012,0.5653,124.6898
4.4125,438.2151,190.4858,0.5209,0.0012,0.5655,124.6898
4.415,438.6914,190.5699,0.5209,0.0012,0.5658,124.6898
4.4175,439.168,190.654,0.521,0.0012,0.5661,124.6898
4.42,439.6447,190.7381,0.5211,0.0012,0.5663,124.6898
4.4225,440.1217,190.8221,0.5212,0.0012,0.5666,124.6898
4.425,440.5988,190.9061,0.5212,0.0012,0.5668,124.6898
4.4275,441.0762,190.99,0.5213,0.0012,0.5671,124.6898
4.43,441.5538,191.0739,0.5214,0.0012,0.5673,124.6898
4.4325,442.0316,191.1577,0.5215,0.0012,0.5676,124.6898
4.435,442.5096,191.2416,0.5215,0.0012,0.5678,124.6898
4.4375,442.9878,191.3253,0.5216,0.0012,0.5681,124.6898
4.44,443.4662,191.4091,0.5217,0.0012,0.5683,124.6898
4.4425,443.9448,191.4928,0.5218,0.0012,0.5686,124.6898
4.445,444.4236,191.5764,0.5218,0.0012,0.5688,124.6898
4.4475,444.9027,191.66,0.5219,0.0012,0.5691,124.6898
4.45,445.3819,191.7436,0.522,0.0012,0.5694,124.6898
4.4525,445.8614,191.8271,0.5221,0.0012,0.5696,124.6898
4.455,446.3411,191.9106,0.5221,0.0012,0.5699,124.6898
4.4575,446.821,191.9941,0.5222,0.0012,0.5701,124.6898
4.46,447.3011,192.0775,0.5223,0.0012,0.5704,124.6898
4.4625,447.7814,192.1608,0.5224,0.0012,0.5706,124.6898
4.465,448.2619,192.2441,0.5224,0.0012,0.5709,124.6898
4.4675,448.7426,192.3274,0.5225,0.0012,0.5711,124.6898
4.47,449.2235,192.4106,0.5226,0.0012,0.5714,124.6898
4.4725,449.7046,192.4938,0.5227,0.0012,0.5716,124.6898
4.475,450.186,192.577,0.5227,0.0012,0.5719,124.6898
4.4775,450.6675,192.6601,0.5228,0.0012,0.5721,124.6898
4.48,451.1493,192.7431,0.5229,0.0012,0.5724,124.6898
4.4825,451.6312,192.8261,0.523,0.0012,0.5726,124.6898
4.485,452.1134,192.9091,0.5231,0.0012,0.5728,124.6898
4.4875,452.5958,192.9921,0.5231,0.0012,0.5731,124.6898
4.49,453.0784,193.0749,0.5232,0.0012,0.5733,124.6898
4.4925,453.5611,193.1578,0.5233,0.0012,0.5736,124.6898
4.495,454.0441,193.2406,0.5234,0.0012,0.5738,124.6898
4.4975,454.5273,193.3234,0.5234,0.0012,0.5741,124.6898
4.5,455.0108,193.4061,0.5235,0.0012,0.5743,124.6898
4.5025,455.4944,193.4887,0.5236,0.0012,0.5746,124.6898
4.505,455.9782,193.5714,0.5237,0.0012,0.5748,124.6898
4.5075,456.4622,193.654,0.5237,0.0012,0.5751,124.6898
4.51,456.9465,193.7365,0.5238,0.0012,0.5753,124.6898
4.5125,457.4309,193.819,0.5239,0.0012,0.5756,124.6898
4.515,457.9156,193.9015,0.524,0.0012,0.5758,124.6898
4.5175,458.4004,193.9839,0.524,0.0012,0.5761,124.6898
4.52,458.8855,194.0663,0.5241,0.0012,0.5763,124.6898
4.5225,459.3708,194.1486,0.5242,0.0012,0.5766,124.6898
4.525,459.8562,194.2309,0.5243,0.0012,0.5768,124.6898
4.5275,460.3419,194.3132,0.5243,0.0012,0.5771,124.6898
4.53,460.8278,194.3954,0.5244,0.0012,0.5773,124.6898
4.5325,461.3139,194.4776,0.5245,0.0012,0.5775,124.6898
4.535,461.8002,194.5597,0.5246,0.0012,0.5778,124.6898
4.5375,462.2867,194.6418,0.5246,0.0012,0.578,124.6898
4.54,462.7734,194.7238,0.5247,0.0012,0.5783,124.6898
4.5425,463.2603,194.8058,0.5248,0.0012,0.5785,124.6898
4.545,463.7474,194.8878,0.5249,0.0012,0.5788,124.6898
4.5475,464.2347,194.9697,0.5249,0.0012,0.579,124.6898
4.55,464.7223,195.0516,0.525,0.0012,0.5793,124.6898
4.5525,465.21,195.1335,0.5251,0.0012,0.5795,124.6898
4.555,465.6979,195.2153,0.5252,0.0012,0.5798,124.6898
4.5575,466.1861,195.297,0.5253,0.0012,0.58,124.6898
4.56,466.6744,195.3788,0.5253,0.0012,0.5803,124.6898
4.5625,467.163,195.4605,0.5254,0.0012,0.5805,124.6898
4.565,467.6517,195.5421,0.5255,0.0012,0.5808,124.6898
4.5675,468.1407,195.6238,0.5256,0.0012,0.581,124.6898
4.57,468.6298,195.7054,0.5256,0.0012,0.5813,124.6898
4.5725,469.1192,195.7869,0.5257,0.0012,0.5815,124.6898
4.575,469.6088,195.8684,0.5258,0.0012,0.5817,124.6898
4.5775,470.0986,195.9499,0.5259,0.0012,0.582,124.6898
4.58,470.5885,196.0314,0.5259,0.0012,0.5822,124.6898
4.5825,471.0787,196.1128,0.526,0.0012,0.5825,124.6898
4.585,471.5691,196.1942,0.5261,0.0012,0.5827,124.6898
4.5875,472.0597,196.2755,0.5262,0.0012,0.583,124.6898
4.59,472.5505,196.3568,0.5263,0.0012,0.5832,124.6898
4.5925,473.0415,196.4381,0.5263,0.0012,0.5835,124.6898
4.595,473.5327,196.5193,0.5264,0.0012,0.5837,124.6898
4.5975,474.0241,196.6005,0.5265,0.0012,0.584,124.6898
4.6,474.5157,196.6817,0.5266,0.0012,0.5842,124.6898
4.6025,475.0075,196.7628,0.5266,0.0012,0.5845,124.6898
4.605,475.4995,196.8438,0.5267,0.0012,0.5847,124.6898
4.6075,475.9917,196.9249,0.5268,0.0012,0.5849,124.6898
4.61,476.4841,197.0059,0.5269,0.0012,0.5852,124.6898
4.6125,476.9767,197.0868,0.5269,0.0012,0.5854,124.6898
4.615,477.4695,197.1677,0.527,0.0012,0.5857,124.6898
4.6175,477.9626,197.2486,0.5271,0.0012,0.5859,124.6898
4.62,478.4558,197.3294,0.5272,0.0012,0.5862,124.6898
4.6225,478.9492,197.4102,0.5273,0.0012,0.5864,124.6898
4.625,479.4428,197.4909,0.5273,0.0012,0.5866,124.6898
4.6275,479.9367,197.5716,0.5274,0.0012,0.5869,124.6898
4.63,480.4307,197.6522,0.5275,0.0012,0.5871,124.6898
4.6325,480.9249,197.7328,0.5276,0.0012,0.5874,124.6898
4.635,481.4194,197.8134,0.5276,0.0012,0.5876,124.6898
4.6375,481.914,197.8939,0.5277,0.0012,0.5878,124.6898
4.64,482.4088,197.9743,0.5278,0.0012,0.5881,124.6898
4.6425,482.9039,198.0548,0.5279,0.0012,0.5883,124.6898
4.645,483.3991,198.1351,0.5279,0.0012,0.5886,124.6898
4.6475,483.8945,198.2155,0.528,0.0012,0.5888,124.6898
4.65,484.3902,198.2958,0.5281,0.0012,0.589,124.6898
4.6525,484.886,198.376,0.5282,0.0012,0.5893,124.6898
4.655,485.3821,198.4562,0.5282,0.0012,0.5895,124.6898
4.6575,485.8783,198.5364,0.5283,0.0012,0.5898,124.6898
4.66,486.3747,198.6165,0.5284,0.0012,0.59,124.6898
4.6625,486.8714,198.6966,0.5285,0.0012,0.5903,124.6898
4.665,487.3682,198.7766,0.5286,0.0012,0.5905,124.6898
4.6675,487.8653,198.8566,0.5286,0.0012,0.5907,124.6898
4.67,488.3625,198.9365,0.5287,0.0012,0.591,124.6898
4.6725,488.8599,199.0164,0.5288,0.0012,0.5912,124.6898
4.675,489.3576,199.0963,0.5289,0.0012,0.5915,124.6898
4.6775,489.8554,199.1761,0.5289,0.0012,0.5917,124.6898
4.68,490.3535,199.2559,0.529,0.0012,0.592,124.6898
4.6825,490.8517,199.3356,0.5291,0.0012,0.5922,124.6898
4.685,491.3501,199.4153,0.5292,0.0012,0.5924,124.6898
4.6875,491.8488,199.495,0.5293,0.0012,0.5927,124.6898
4.69,492.3476,199.5746,0.5293,0.0012,0.5929,124.6898
4.6925,492.8467,199.6541,0.5294,0.0012,0.5932,124.6898
4.695,493.3459,199.7337,0.5295,0.0012,0.5934,124.6898
4.6975,493.8453,199.8131,0.5296,0.0012,0.5937,124.6898
4.7,494.345,199.8926,0.5296,0.0012,0.5939,124.6898
4.7025,494.8448,199.972,0.5297,0.0012,0.5941,124.6898
4.705,495.3448,200.0513,0.5298,0.0012,0.5944,124.6898
4.7075,495.845,200.1306,0.5299,0.0012,0.5946,124.6898
4.71,496.3455,200.2099,0.53,0.0012,0.5949,124.6898
4.7125,496.8461,200.2891,0.53,0.0012,0.5951,124.6898
4.715,497.3469,200.3682,0.5301,0.0012,0.5953,124.6898
4.7175,497.8479,200.4474,0.5302,0.0012,0.5956,124.6898
4.72,498.3491,200.5264,0.5303,0.0012,0.5958,124.6898
4.7225,498.8506,200.6055,0.5303,0.0012,0.5961,124.6898
4.725,499.3522,200.6845,0.5304,0.0012,0.5963,124.6898
4.7275,499.854,200.7634,0.5305,0.0012,0.5965,124.6898
4.73,500.356,200.8423,0.5306,0.0012,0.5968,124.6898
4.7325,500.8582,200.9212,0.5307,0.0012,0.597,124.6898
4.735,501.3606,201,0.5307,0.0012,0.5973,124.6898
4.7375,501.8632,201.0787,0.5308,0.0012,0.5975,124.6898
4.74,502.366,201.1574,0.5309,0.0012,0.5977,124.6898
4.7425,502.869,201.2361,0.531,0.0012,0.598,124.6898
4.745,503.3722,201.3147,0.5311,0.0012,0.5982,124.6898
4.7475,503.8756,201.3933,0.5311,0.0012,0.5985,124.6898
4.75,504.3791,201.4719,0.5312,0.0012,0.5987,124.6898
4.7525,504.8829,201.5503,0.5313,0.0012,0.5989,124.6898
4.755,505.3869,201.6288,0.5314,0.0012,0.5992,124.6898
4.7575,505.8911,201.7072,0.5314,0.0012,0.5994,124.6898
4.76,506.3954,201.7855,0.5315,0.0012,0.5996,124.6898
4.7625,506.9,201.8638,0.5316,0.0012,0.5999,124.6898
4.765,507.4047,201.9421,0.5317,0.0012,0.6001,124.6898
4.7675,507.9097,202.0203,0.5318,0.0012,0.6003,124.6898
4.77,508.4148,202.0984,0.5318,0.0012,0.6006,124.6898
4.7725,508.9202,202.1765,0.5319,0.0012,0.6008,124.6898
4.775,509.4257,202.2546,0.532,0.0012,0.6011,124.6898
4.7775,509.9315,202.3326,0.5321,0.0012,0.6013,124.6898
4.78,510.4374,202.4106,0.5322,0.0012,0.6015,124.6898
4.7825,510.9435,202.4885,0.5322,0.0012,0.6018,124.6898
4.785,511.4498,202.5664,0.5323,0.0012,0.602,124.6898
4.7875,511.9563,202.6442,0.5324,0.0012,0.6022,124.6898
4.79,512.4631,202.722,0.5325,0.0012,0.6025,124.6898
4.7925,512.97,202.7997,0.5326,0.0012,0.6027,124.6898
4.795,513.4771,202.8774,0.5326,0.0012,0.6029,124.6898
4.7975,513.9843,202.955,0.5327,0.0012,0.6032,124.6898
4.8,514.4918,203.0326,0.5328,0.0012,0.6034,124.6898
4.8025,514.9995,203.1102,0.5329,0.0012,0.6036,124.6898
4.805,515.5074,203.1877,0.533,0.0012,0.6039,124.6898
4.8075,516.0154,203.2651,0.533,0.0012,0.6041,124.6898
4.81,516.5237,203.3425,0.5331,0.0012,0.6043,124.6898
4.8125,517.0322,203.4199,0.5332,0.0012,0.6046,124.6898
4.815,517.5408,203.4972,0.5333,0.0012,0.6048,124.6898
4.8175,518.0496,203.5745,0.5334,0.0012,0.605,124.6898
4.82,518.5587,203.6517,0.5334,0.0012,0.6053,124.6898
4.8225,519.0679,203.7289,0.5335,0.0012,0.6055,124.6898
4.825,519.5773,203.806,0.5336,0.0012,0.6057,124.6898
4.8275,520.0869,203.8831,0.5337,0.0012,0.606,124.6898
4.83,520.5967,203.9601,0.5338,0.0012,0.6062,124.6898
4.8325,521.1067,204.0371,0.5338,0.0012,0.6064,124.6898
4.835,521.6169,204.1141,0.5339,0.0012,0.6067,124.6898
4.8375,522.1273,204.191,0.534,0.0012,0.6069,124.6898
4.84,522.6379,204.2679,0.5341,0.0012,0.6071,124.6898
4.8425,523.1486,204.3447,0.5342,0.0012,0.6074,124.6898
4.845,523.6596,204.4215,0.5342,0.0012,0.6076,124.6898
4.8475,524.1707,204.4982,0.5343,0.0012,0.6078,124.6898
4.85,524.6821,204.5749,0.5344,0.0012,0.6081,124.6898
4.8525,525.1936,204.6516,0.5345,0.0012,0.6083,124.6898
4.855,525.7053,204.7282,0.5346,0.0012,0.6085,124.6898
4.8575,526.2173,204.8047,0.5346,0.0012,0.6088,124.6898
4.86,526.7294,204.8813,0.5347,0.0012,0.609,124.6898
4.8625,527.2417,204.9577,0.5348,0.0012,0.6092,124.6898
4.865,527.7542,205.0342,0.5349,0.0012,0.6095,124.6898
4.8675,528.2668,205.1106,0.535,0.0012,0.6097,124.6898
4.87,528.7797,205.1869,0.535,0.0012,0.6099,124.6898
4.8725,529.2928,205.2633,0.5351,0.0012,0.6101,124.6898
4.875,529.806,205.3395,0.5352,0.0012,0.6104,124.6898
4.8775,530.3195,205.4158,0.5353,0.0012,0.6106,124.6898
4.88,530.8331,205.492,0.5354,0.0012,0.6108,124.6898
4.8825,531.3469,205.5681,0.5355,0.0012,0.6111,124.6898
4.885,531.8609,205.6443,0.5355,0.0012,0.6113,124.6898
4.8875,532.3752,205.7203,0.5356,0.0012,0.6115,124.6898
4.89,532.8895,205.7964,0.5357,0.0012,0.6118,124.6898
4.8925,533.4041,205.8724,0.5358,0.0012,0.612,124.6898
4.895,533.9189,205.9483,0.5359,0.0012,0.6122,124.6898
4.8975,534.4339,206.0243,0.5359,0.0012,0.6124,124.6898
4.9,534.949,206.1001,0.536,0.0012,0.6127,124.6898
4.9025,535.4644,206.176,0.5361,0.0012,0.6129,124.6898
4.905,535.9799,206.2518,0.5362,0.0012,0.6131,124.6898
4.9075,536.4956,206.3275,0.5363,0.0012,0.6134,124.6898
4.91,537.0115,206.4033,0.5363,0.0012,0.6136,124.6898
4.9125,537.5277,206.479,0.5364,0.0012,0.6138,124.6898
4.915,538.0439,206.5546,0.5365,0.0012,0.614,124.6898
4.9175,538.5604,206.6303,0.5366,0.0012,0.6143,124.6898
4.92,539.0771,206.7058,0.5367,0.0012,0.6145,124.6898
4.9225,539.594,206.7814,0.5367,0.0012,0.6147,124.6898
4.925,540.111,206.8569,0.5368,0.0012,0.615,124.6898
4.9275,540.6282,206.9324,0.5369,0.0012,0.6152,124.6898
4.93,541.1457,207.0078,0.537,0.0012,0.6154,124.6898
4.9325,541.6633,207.0832,0.5371,0.0012,0.6156,124.6898
4.935,542.1811,207.1585,0.5371,0.0012,0.6159,124.6898
4.9375,542.6991,207.2339,0.5372,0.0012,0.6161,124.6898
4.94,543.2172,207.3092,0.5373,0.0012,0.6163,124.6898
4.9425,543.7356,207.3844,0.5374,0.0012,0.6166,124.6898
4.945,544.2542,207.4596,0.5375,0.0012,0.6168,124.6898
4.9475,544.7729,207.5348,0.5376,0.0012,0.617,124.6898
4.95,545.2918,207.6099,0.5376,0.0012,0.6172,124.6898
4.9525,545.811,207.685,0.5377,0.0012,0.6175,124.6898
4.955,546.3303,207.76,0.5378,0.0012,0.6177,124.6898
4.9575,546.8498,207.835,0.5379,0.0012,0.6179,124.6898
4.96,547.3694,207.91,0.538,0.0012,0.6182,124.6898
4.9625,547.8893,207.985,0.538,0.0012,0.6184,124.6898
4.965,548.4094,208.0599,0.5381,0.0012,0.6186,124.6898
4.9675,548.9296,208.1347,0.5382,0.0012,0.6188,124.6898
4.97,549.45,208.2095,0.5383,0.0012,0.6191,124.6898
4.9725,549.9707,208.2843,0.5384,0.0012,0.6193,124.6898
4.975,550.4915,208.359,0.5385,0.0012,0.6195,124.6898
4.9775,551.0125,208.4337,0.5385,0.0012,0.6198,124.6898
4.98,551.5336,208.5084,0.5386,0.0012,0.62,124.6898
4.9825,552.055,208.583,0.5387,0.0012,0.6202,124.6898
4.985,552.5765,208.6576,0.5388,0.0012,0.6204,124.6898
4.9875,553.0983,208.7321,0.5389,0.0012,0.6207,124.6898
4.99,553.6202,208.8066,0.5389,0.0012,0.6209,124.6898
4.9925,554.1423,208.881,0.539,0.0012,0.6211,124.6898
4.995,554.6646,208.9554,0.5391,0.0012,0.6213,124.6898
4.9975,555.1871,209.0298,0.5392,0.0012,0.6216,124.6898
5,555.7098,209.1041,0.5393,0.0012,0.6218,124.6898
5.0025,556.2326,209.1784,0.5394,0.0012,0.622,124.6898
5.005,556.7557,209.2526,0.5394,0.0012,0.6223,124.6898
5.0075,557.2789,209.3268,0.5395,0.0012,0.6225,124.6898
5.01,557.8023,209.4009,0.5396,0.0012,0.6227,124.6898
5.0125,558.3259,209.4749,0.5397,0.0012,0.6229,124.6898
5.015,558.8497,209.549,0.5398,0.0012,0.6231,124.6898
5.0175,559.3736,209.6229,0.5398,0.0012,0.6234,124.6898
5.02,559.8978,209.6969,0.5399,0.0012,0.6236,124.6898
5.0225,560.4221,209.7707,0.54,0.0012,0.6238,124.6898
5.025,560.9466,209.8445,0.5401,0.0012,0.624,124.6898
5.0275,561.4713,209.9183,0.5402,0.0012,0.6243,124.6898
5.03,561.9962,209.992,0.5402,0.0012,0.6245,124.6898
5.0325,562.5213,210.0657,0.5403,0.0012,0.6247,124.6898
5.035,563.0466,210.1393,0.5404,0.0012,0.6249,124.6898
5.0375,563.572,210.2129,0.5405,0.0012,0.6252,124.6898
5.04,564.0976,210.2864,0.5406,0.0012,0.6254,124.6898
5.0425,564.6234,210.3598,0.5407,0.0012,0.6256,124.6898
5.045,565.1494,210.4332,0.5407,0.0012,0.6258,124.6898
5.0475,565.6756,210.5066,0.5408,0.0012,0.6261,124.6898
5.05,566.2019,210.5799,0.5409,0.0012,0.6263,124.6898
5.0525,566.7285,210.6531,0.541,0.0012,0.6265,124.6898
5.055,567.2552,210.7263,0.5411,0.0012,0.6267,124.6898
