# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Simulation time step (s)
5.1225,582.3304,213.0504,28.8945,0.0025
5.125,582.8631,213.1226,28.8729,0.0025
5.1275,583.396,213.1947,28.8513,0.0025
5.13,583.9291,213.2668,28.8296,0.0025
5.1325,584.4623,213.3389,28.8079,0.0025
5.135,584.9958,213.4109,28.7862,0.0025
5.1375,585.5294,213.4828,28.7644,0.0025
5.14,586.0632,213.5547,28.7426,0.0025
5.1425,586.5972,213.6265,28.7208,0.0025
5.145,587.1313,213.6983,28.699,0.0025
5.1475,587.6656,213.77,28.6772,0.0025
5.15,588.2002,213.8417,28.6554,0.0025
5.1525,588.7349,213.9133,28.6326,0.0025
5.155,589.2697,213.9848,28.6099,0.0025
5.1575,589.8048,214.0563,28.5872,0.0025
5.16,590.34,214.1278,28.5647,0.0025
5.1625,590.8754,214.1992,28.5422,0.0025
5.165,591.411,214.2705,28.5198,0.0025
5.1675,591.9468,214.3418,28.4976,0.0025
5.17,592.4827,214.413,28.4756,0.0025
5.1725,593.0188,214.4841,28.4537,0.0025
5.175,593.5551,214.5552,28.432,0.0025
5.1775,594.0916,214.6263,28.4104,0.0025
5.18,594.6283,214.6973,28.3891,0.0025
5.1825,595.1651,214.7682,28.368,0.0025
5.185,595.7021,214.8391,28.3472,0.0025
5.1875,596.2393,214.91,28.3265,0.0025
5.19,596.7767,214.9808,28.3062,0.0025
5.1925,597.3142,215.0515,28.2861,0.0025
5.195,597.8519,215.1222,28.2662,0.0025
5.1975,598.3898,215.1928,28.2466,0.0025
5.2,598.9279,215.2634,28.2274,0.0025
5.2025,599.4661,215.334,28.2082,0.0025
5.205,600.0045,215.4045,28.1892,0.0025
5.2075,600.5431,215.4749,28.1706,0.0025
5.21,601.0819,215.5453,28.1523,0.0025
5.2125,601.6209,215.6157,28.1343,0.0025
5.215,602.16,215.686,28.1166,0.0025
5.2175,602.6993,215.7563,28.0992,0.0025
5.22,603.2388,215.8265,28.0821,0.0025
5.2225,603.7784,215.8967,28.0652,0.0025
5.225,604.3183,215.9668,28.0487,0.0025
5.2275,604.8583,216.0369,28.0325,0.0025
5.23,605.3984,216.107,28.0165,0.0025
5.2325,605.9388,216.177,28.0009,0.0025
5.235,606.4793,216.247,27.9855,0.0025
5.2375,607.02,216.3169,27.9703,0.0025
5.24,607.5609,216.3868,27.9554,0.0025
5.2425,608.102,216.4567,27.9407,0.0025
5.245,608.6432,216.5265,27.9263,0.0025
5.2475,609.1846,216.5963,27.912,0.0025
5.25,609.7262,216.6661,27.898,0.0025
5.2525,610.2679,216.7358,27.8858,0.0025
5.255,610.8099,216.8055,27.8738,0.0025
5.2575,611.352,216.8752,27.8619,0.0025
5.26,611.8942,216.9448,27.8501,0.0025
5.2625,612.4367,217.0145,27.8383,0.0025
5.265,612.9793,217.084,27.8267,0.0025
5.2675,613.5221,217.1536,27.815,0.0025
5.27,614.0651,217.2231,27.8034,0.0025
5.2725,614.6082,217.2926,27.7918,0.0025
5.275,615.1515,217.3621,27.7802,0.0025
5.2775,615.695,217.4315,27.7685,0.0025
5.28,616.2387,217.5009,27.7568,0.0025
5.2825,616.7825,217.5703,27.745,0.0025
5.285,617.3266,217.6396,27.7331,0.0025
5.2875,617.8707,217.709,27.721,0.0025
5.29,618.4151,217.7782,27.7089,0.0025
5.2925,618.9596,217.8475,27.6966,0.0025
5.295,619.5043,217.9167,27.6842,0.0025
5.2975,620.0492,217.9859,27.6715,0.0025
5.3,620.5943,218.0551,27.6587,0.0025
5.3025,621.1395,218.1242,27.6446,0.0025
5.305,621.6849,218.1933,27.6302,0.0025
5.3075,622.2305,218.2624,27.6156,0.0025
5.31,622.7762,218.3314,27.6008,0.0025
5.3125,623.3221,218.4004,27.5858,0.0025
5.315,623.8682,218.4693,27.5706,0.0025
5.3175,624.4145,218.5382,27.5551,0.0025
5.32,624.9609,218.6071,27.5393,0.0025
5.3225,625.5075,218.6759,27.5233,0.0025
5.325,626.0543,218.7447,27.5071,0.0025
5.3275,626.6012,218.8134,27.4906,0.0025
5.33,627.1483,218.8822,27.4738,0.0025
5.3325,627.6956,218.9508,27.4567,0.0025
5.335,628.2431,219.0194,27.4394,0.0025
5.3375,628.7907,219.088,27.4218,0.0025
5.34,629.3385,219.1565,27.4039,0.0025
5.3425,629.8865,219.225,27.3858,0.0025
5.345,630.4347,219.2935,27.3674,0.0025
5.3475,630.983,219.3619,27.3488,0.0025
5.35,631.5315,219.4302,27.3299,0.0025
5.3525,632.0801,219.4985,27.3128,0.0025
5.355,632.629,219.5668,27.2954,0.0025
5.3575,633.178,219.635,27.2778,0.0025
5.36,633.7271,219.7032,27.26,0.0025
5.3625,634.2765,219.7713,27.2418,0.0025
5.365,634.826,219.8394,27.2234,0.0025
5.3675,635.3757,219.9074,27.2048,0.0025
5.37,635.9255,219.9754,27.1858,0.0025
5.3725,636.4755,220.0433,27.1667,0.0025
5.375,637.0257,220.1112,27.1472,0.0025
5.3775,637.5761,220.1791,27.1275,0.0025
5.38,638.1266,220.2469,27.1076,0.0025
5.3825,638.6773,220.3146,27.0874,0.0025
5.385,639.2282,220.3823,27.067,0.0025
5.3875,639.7792,220.45,27.0463,0.0025
5.39,640.3305,220.5175,27.0255,0.0025
5.3925,640.8818,220.5851,27.0044,0.0025
5.395,641.4334,220.6526,26.9831,0.0025
5.3975,641.9851,220.72,26.9616,0.0025
5.4,642.537,220.7874,26.9399,0.0025
5.4025,643.089,220.8547,26.9174,0.0025
5.405,643.6413,220.922,26.8948,0.0025
5.4075,644.1936,220.9892,26.872,0.0025
5.41,644.7462,221.0563,26.8491,0.0025
5.4125,645.2989,221.1234,26.8261,0.0025
5.415,645.8518,221.1904,26.8029,0.0025
5.4175,646.4049,221.2574,26.7796,0.0025
5.42,646.9581,221.3243,26.7563,0.0025
5.4225,647.5115,221.3912,26.7329,0.0025
5.425,648.0651,221.458,26.7094,0.0025
5.4275,648.6188,221.5248,26.6859,0.0025
5.43,649.1727,221.5914,26.6624,0.0025
5.4325,649.7267,221.6581,26.6389,0.0025
5.435,650.281,221.7246,26.6154,0.0025
5.4375,650.8354,221.7911,26.5919,0.0025
5.44,651.3899,221.8576,26.5685,0.0025
5.4425,651.9447,221.924,26.5451,0.0025
5.445,652.4996,221.9903,26.5218,0.0025
5.4475,653.0546,222.0566,26.4987,0.0025
5.45,653.6098,222.1228,26.4756,0.0025
5.4525,654.1652,222.189,26.4516,0.0025
5.455,654.7208,222.2551,26.4277,0.0025
5.4575,655.2765,222.3211,26.404,0.0025
5.46,655.8324,222.3871,26.3804,0.0025
5.4625,656.3884,222.453,26.3571,0.0025
5.465,656.9447,222.5189,26.3341,0.0025
5.4675,657.501,222.5847,26.3113,0.0025
5.47,658.0576,222.6504,26.2887,0.0025
5.4725,658.6143,222.7161,26.2665,0.0025
5.475,659.1712,222.7818,26.2445,0.0025
5.4775,659.7282,222.8473,26.2229,0.0025
5.48,660.2854,222.9129,26.2016,0.0025
5.4825,660.8428,222.9784,26.1807,0.0025
5.485,661.4003,223.0438,26.1601,0.0025
5.4875,661.958,223.1092,26.1398,0.0025
5.49,662.5158,223.1745,26.12,0.0025
5.4925,663.0738,223.2398,26.1005,0.0025
5.495,663.632,223.305,26.0814,0.0025
5.4975,664.1904,223.3702,26.0627,0.0025
5.5,664.7489,223.4353,26.0444,0.0025
5.5025,665.3075,223.5004,26.0259,0.0025
5.505,665.8664,223.5654,26.0078,0.0025
5.5075,666.4254,223.6304,25.99,0.0025
5.51,666.9845,223.6954,25.9727,0.0025
5.5125,667.5439,223.7603,25.9557,0.0025
5.515,668.1033,223.8252,25.9391,0.0025
5.5175,668.663,223.89,25.9229,0.0025
5.52,669.2228,223.9548,25.9071,0.0025
5.5225,669.7828,224.0195,25.8916,0.0025
5.525,670.3429,224.0842,25.8764,0.0025
5.5275,670.9032,224.1489,25.8616,0.0025
5.53,671.4636,224.2135,25.8471,0.0025
5.5325,672.0242,224.2781,25.8329,0.0025
5.535,672.585,224.3427,25.819,0.0025
5.5375,673.146,224.4072,25.8054,0.0025
5.54,673.7071,224.4717,25.792,0.0025
5.5425,674.2683,224.5362,25.7788,0.0025
5.545,674.8297,224.6006,25.7659,0.0025
5.5475,675.3913,224.665,25.7531,0.0025
5.55,675.9531,224.7294,25.7406,0.0025
5.5525,676.515,224.7937,25.7299,0.0025
5.555,677.077,224.858,25.7193,0.0025
5.5575,677.6393,224.9223,25.7088,0.0025
5.56,678.2016,224.9866,25.6983,0.0025
5.5625,678.7642,225.0508,25.6879,0.0025
5.565,679.3269,225.115,25.6774,0.0025
5.5675,679.8898,225.1792,25.6669,0.0025
5.57,680.4528,225.2434,25.6563,0.0025
5.5725,681.016,225.3075,25.6457,0.0025
5.575,681.5793,225.3716,25.6349,0.0025
5.5775,682.1428,225.4357,25.624,0.0025
5.58,682.7065,225.4997,25.6129,0.0025
5.5825,683.2703,225.5637,25.6017,0.0025
5.585,683.8343,225.6277,25.5903,0.0025
5.5875,684.3985,225.6917,25.5786,0.0025
5.59,684.9628,225.7556,25.5667,0.0025
5.5925,685.5273,225.8195,25.5546,0.0025
5.595,686.0919,225.8834,25.5421,0.0025
5.5975,686.6567,225.9472,25.5294,0.0025
5.6,687.2216,226.011,25.5164,0.0025
5.6025,687.7867,226.0748,25.502,0.0025
5.605,688.352,226.1385,25.4872,0.0025
5.6075,688.9174,226.2022,25.4721,0.0025
5.61,689.483,226.2659,25.4567,0.0025
5.6125,690.0487,226.3295,25.441,0.0025
5.615,690.6146,226.3931,25.4249,0.0025
5.6175,691.1807,226.4566,25.4085,0.0025
5.62,691.7469,226.5201,25.3917,0.0025
5.6225,692.3133,226.5836,25.3745,0.0025
5.625,692.8798,226.647,25.357,0.0025
5.6275,693.4465,226.7104,25.3392,0.0025
5.63,694.0134,226.7737,25.321,0.0025
5.6325,694.5804,226.837,25.3024,0.0025
5.635,695.1476,226.9002,25.2835,0.0025
5.6375,695.7149,226.9634,25.2642,0.0025
5.64,696.2824,227.0265,25.2447,0.0025
5.6425,696.85,227.0896,25.2247,0.0025
5.645,697.4179,227.1527,25.2045,0.0025
5.6475,697.9858,227.2157,25.1839,0.0025
5.65,698.5539,227.2786,25.163,0.0025
5.6525,699.1222,227.3415,25.1423,0.0025
5.655,699.6906,227.4043,25.1213,0.0025
5.6575,700.2592,227.4671,25.1,0.0025
5.66,700.828,227.5298,25.0784,0.0025
5.6625,701.3969,227.5925,25.0565,0.0025
5.665,701.9659,227.6551,25.0344,0.0025
5.6675,702.5352,227.7176,25.0121,0.0025
5.67,703.1045,227.7801,24.9895,0.0025
5.6725,703.6741,227.8426,24.9667,0.0025
5.675,704.2437,227.905,24.9437,0.0025
5.6775,704.8136,227.9673,24.9206,0.0025
5.68,705.3836,228.0296,24.8972,0.0025
5.6825,705.9537,228.0918,24.8737,0.0025
5.685,706.524,228.1539,24.8501,0.0025
5.6875,707.0945,228.216,24.8264,0.0025
5.69,707.6651,228.2781,24.8025,0.0025
5.6925,708.2359,228.3401,24.7786,0.0025
5.695,708.8068,228.402,24.7546,0.0025
5.6975,709.3779,228.4638,24.7306,0.0025
5.7,709.9491,228.5256,24.7065,0.0025
5.7025,710.5205,228.5874,24.6826,0.0025
5.705,711.0921,228.649,24.6587,0.0025
5.7075,711.6638,228.7107,24.6349,0.0025
5.71,712.2356,228.7722,24.6111,0.0025
5.7125,712.8076,228.8337,24.5874,0.0025
5.715,713.3798,228.8951,24.5638,0.0025
5.7175,713.9521,228.9565,24.5403,0.0025
5.72,714.5246,229.0179,24.517,0.0025
5.7225,715.0972,229.0791,24.4938,0.0025
5.725,715.67,229.1403,24.4708,0.0025
5.7275,716.2429,229.2015,24.448,0.0025
5.73,716.816,229.2626,24.4254,0.0025
5.7325,717.3892,229.3236,24.403,0.0025
5.735,717.9626,229.3846,24.3809,0.0025
5.7375,718.5361,229.4455,24.3591,0.0025
5.74,719.1098,229.5064,24.3375,0.0025
5.7425,719.6837,229.5672,24.3163,0.0025
5.745,720.2577,229.628,24.2953,0.0025
5.7475,720.8318,229.6887,24.2746,0.0025
5.75,721.4061,229.7493,24.2543,0.0025
5.7525,721.9805,229.8099,24.2346,0.0025
5.755,722.5551,229.8705,24.2152,0.0025
5.7575,723.1299,229.931,24.1962,0.0025
5.76,723.7048,229.9915,24.1775,0.0025
5.7625,724.2799,230.0519,24.1591,0.0025
5.765,724.8551,230.1123,24.1411,0.0025
5.7675,725.4304,230.1726,24.1234,0.0025
5.77,726.0059,230.2329,24.1061,0.0025
5.7725,726.5816,230.2931,24.0891,0.0025
5.775,727.1574,230.3533,24.0725,0.0025
5.7775,727.7333,230.4135,24.0561,0.0025
5.78,728.3095,230.4736,24.0401,0.0025
5.7825,728.8857,230.5337,24.0243,0.0025
5.785,729.4621,230.5937,24.0089,0.0025
5.7875,730.0387,230.6537,23.9937,0.0025
5.79,730.6154,230.7137,23.9787,0.0025
5.7925,731.1923,230.7736,23.9641,0.0025
5.795,731.7693,230.8335,23.9496,0.0025
5.7975,732.3464,230.8934,23.9354,0.0025
5.8,732.9237,230.9532,23.9213,0.0025
5.8025,733.5012,231.013,23.9055,0.0025
5.805,734.0788,231.0727,23.8899,0.0025
5.8075,734.6566,231.1324,23.8744,0.0025
5.81,735.2345,231.1921,23.8591,0.0025
5.8125,735.8125,231.2517,23.844,0.0025
5.815,736.3907,231.3113,23.829,0.0025
5.8175,736.9691,231.3709,23.8141,0.0025
5.82,737.5476,231.4304,23.7994,0.0025
5.8225,738.1262,231.4899,23.7848,0.0025
5.825,738.705,231.5493,23.7703,0.0025
5.8275,739.284,231.6087,23.7558,0.0025
5.83,739.8631,231.6681,23.7415,0.0025
5.8325,740.4423,231.7274,23.7272,0.0025
5.835,741.0217,231.7867,23.7129,0.0025
5.8375,741.6012,231.846,23.6987,0.0025
5.84,742.1809,231.9052,23.6844,0.0025
5.8425,742.7608,231.9644,23.6702,0.0025
5.845,743.3408,232.0236,23.656,0.0025
5.8475,743.9209,232.0827,23.6418,0.0025
5.85,744.5012,232.1418,23.6275,0.0025
5.8525,745.0816,232.2008,23.6138,0.0025
5.855,745.6622,232.2599,23.6,0.0025
5.8575,746.2429,232.3188,23.5861,0.0025
5.86,746.8238,232.3778,23.5722,0.0025
5.8625,747.4048,232.4367,23.5581,0.0025
5.865,747.9859,232.4956,23.5439,0.0025
5.8675,748.5673,232.5544,23.5296,0.0025
5.87,749.1487,232.6132,23.5151,0.0025
5.8725,749.7303,232.672,23.5005,0.0025
5.875,750.3121,232.7307,23.4857,0.0025
5.8775,750.894,232.7894,23.4707,0.0025
5.88,751.476,232.8481,23.4555,0.0025
5.8825,752.0582,232.9067,23.4402,0.0025
5.885,752.6406,232.9653,23.4246,0.0025
5.8875,753.223,233.0238,23.4089,0.0025
5.89,753.8057,233.0823,23.3929,0.0025
5.8925,754.3885,233.1408,23.3767,0.0025
5.895,754.9714,233.1992,23.3603,0.0025
5.8975,755.5545,233.2576,23.3436,0.0025
5.9,756.1377,233.3159,23.3267,0.0025
5.9025,756.721,233.3742,23.3109,0.0025
5.905,757.3045,233.4325,23.2948,0.0025
5.9075,757.8882,233.4907,23.2785,0.0025
5.91,758.472,233.5489,23.2619,0.0025
5.9125,759.0559,233.607,23.2451,0.0025
5.915,759.64,233.6651,23.2279,0.0025
5.9175,760.2243,233.7231,23.2106,0.0025
5.92,760.8086,233.7812,23.1929,0.0025
5.9225,761.3932,233.8391,23.175,0.0025
5.925,761.9778,233.897,23.1568,0.0025
5.9275,762.5627,233.9549,23.1383,0.0025
5.93,763.1476,234.0127,23.1195,0.0025
5.9325,763.7327,234.0705,23.1005,0.0025
5.935,764.318,234.1282,23.0812,0.0025
5.9375,764.9034,234.1859,23.0616,0.0025
5.94,765.4889,234.2435,23.0418,0.0025
5.9425,766.0746,234.3011,23.0218,0.0025
5.945,766.6604,234.3586,23.0015,0.0025
5.9475,767.2464,234.4161,22.981,0.0025
5.95,767.8325,234.4735,22.9602,0.0025
5.9525,768.4187,234.5309,22.9386,0.0025
5.955,769.0051,234.5882,22.9168,0.0025
5.9575,769.5917,234.6455,22.8948,0.0025
5.96,770.1784,234.7027,22.8727,0.0025
5.9625,770.7652,234.7599,22.8503,0.0025
5.965,771.3522,234.817,22.8279,0.0025
5.9675,771.9393,234.874,22.8053,0.0025
5.97,772.5265,234.931,22.7826,0.0025
5.9725,773.1139,234.9879,22.7597,0.0025
5.975,773.7015,235.0448,22.7369,0.0025
5.9775,774.2892,235.1016,22.7139,0.0025
5.98,774.877,235.1584,22.6909,0.0025
5.9825,775.465,235.2151,22.6679,0.0025
5.985,776.0531,235.2717,22.6448,0.0025
5.9875,776.6413,235.3283,22.6217,0.0025
5.99,777.2297,235.3848,22.5986,0.0025
5.9925,777.8182,235.4413,22.5756,0.0025
5.995,778.4069,235.4977,22.5526,0.0025
5.9975,778.9957,235.554,22.5298,0.0025
6,779.5847,235.6103,22.507,0.0025
6.0025,780.1738,235.6666,22.4847,0.0025
6.005,780.763,235.7228,22.4625,0.0025
6.0075,781.3524,235.7789,22.4404,0.0025
6.01,781.9419,235.835,22.4185,0.0025
6.0125,782.5316,235.891,22.3969,0.0025
6.015,783.1214,235.9469,22.3754,0.0025
6.0175,783.7113,236.0029,22.3541,0.0025
6.02,784.3014,236.0587,22.3331,0.0025
6.0225,784.8916,236.1145,22.3123,0.0025
6.025,785.4819,236.1703,22.2917,0.0025
6.0275,786.0724,236.226,22.2714,0.0025
6.03,786.6631,236.2816,22.2514,0.0025
6.0325,787.2538,236.3372,22.2316,0.0025
6.035,787.8448,236.3928,22.2121,0.0025
6.0375,788.4358,236.4483,22.193,0.0025
6.04,789.027,236.5038,22.174,0.0025
6.0425,789.6183,236.5592,22.1554,0.0025
6.045,790.2098,236.6145,22.1371,0.0025
6.0475,790.8014,236.6699,22.1191,0.0025
6.05,791.3931,236.7251,22.1013,0.0025
6.0525,791.985,236.7804,22.0826,0.0025
6.055,792.577,236.8355,22.0641,0.0025
6.0575,793.1692,236.8907,22.046,0.0025
6.06,793.7615,236.9458,22.0281,0.0025
6.0625,794.3539,237.0008,22.0105,0.0025
6.065,794.9465,237.0558,21.9933,0.0025
6.0675,795.5392,237.1108,21.9763,0.0025
6.07,796.1321,237.1657,21.9596,0.0025
6.0725,796.725,237.2206,21.9431,0.0025
6.075,797.3182,237.2754,21.927,0.0025
6.0775,797.9114,237.3302,21.9111,0.0025
6.08,798.5048,237.385,21.8955,0.0025
6.0825,799.0983,237.4397,21.8801,0.0025
6.085,799.692,237.4944,21.8649,0.0025
6.0875,800.2858,237.549,21.85,0.0025
6.09,800.8798,237.6036,21.8352,0.0025
6.0925,801.4738,237.6582,21.8207,0.0025
6.095,802.068,237.7127,21.8063,0.0025
6.0975,802.6624,237.7672,21.7921,0.0025
6.1,803.2569,237.8217,21.778,0.0025
6.1025,803.8515,237.8761,21.766,0.0025
6.105,804.4463,237.9305,21.754,0.0025
6.1075,805.0412,237.9849,21.7421,0.0025
6.11,805.6362,238.0392,21.7303,0.0025
6.1125,806.2314,238.0935,21.7184,0.0025
6.115,806.8267,238.1478,21.7066,0.0025
6.1175,807.4221,238.2021,21.6947,0.0025
6.12,808.0177,238.2563,21.6827,0.0025
6.1225,808.6134,238.3105,21.6706,0.0025
6.125,809.2092,238.3646,21.6584,0.0025
6.1275,809.8052,238.4188,21.6461,0.0025
6.13,810.4013,238.4729,21.6336,0.0025
6.1325,810.9976,238.5269,21.621,0.0025
6.135,811.5939,238.581,21.6082,0.0025
6.1375,812.1905,238.635,21.5951,0.0025
6.14,812.7871,238.689,21.5818,0.0025
6.1425,813.3839,238.7429,21.5683,0.0025
6.145,813.9808,238.7968,21.5545,0.0025
6.1475,814.5779,238.8507,21.5404,0.0025
6.15,815.1751,238.9045,21.526,0.0025
6.1525,815.7724,238.9583,21.5089,0.0025
6.155,816.3699,239.012,21.4915,0.0025
6.1575,816.9675,239.0658,21.4738,0.0025
6.16,817.5652,239.1194,21.4559,0.0025
6.1625,818.1631,239.173,21.4376,0.0025
6.165,818.7611,239.2266,21.4191,0.0025
6.1675,819.3592,239.2801,21.4003,0.0025
6.17,819.9575,239.3336,21.3813,0.0025
6.1725,820.5559,239.387,21.362,0.0025
6.175,821.1544,239.4404,21.3424,0.0025
6.1775,821.7531,239.4937,21.3226,0.0025
6.18,822.3519,239.547,21.3025,0.0025
6.1825,822.9508,239.6003,21.2822,0.0025
6.185,823.5499,239.6534,21.2617,0.0025
6.1875,824.1491,239.7066,21.241,0.0025
6.19,824.7484,239.7596,21.2201,0.0025
6.1925,825.3479,239.8127,21.199,0.0025
6.195,825.9475,239.8656,21.1777,0.0025
6.1975,826.5472,239.9186,21.1563,0.0025
6.2,827.1471,239.9714,21.1348,0.0025
6.2025,827.7471,240.0242,21.1148,0.0025
6.205,828.3472,240.077,21.0948,0.0025
6.2075,828.9475,240.1297,21.0746,0.0025
6.21,829.5478,240.1824,21.0543,0.0025
6.2125,830.1484,240.235,21.0339,0.0025
6.215,830.749,240.2875,21.0134,0.0025
6.2175,831.3498,240.34,20.9929,0.0025
6.22,831.9507,240.3925,20.9722,0.0025
6.2225,832.5518,240.4449,20.9515,0.0025
6.225,833.1529,240.4973,20.9308,0.0025
6.2275,833.7542,240.5496,20.91,0.0025
6.23,834.3557,240.6018,20.8892,0.0025
6.2325,834.9573,240.654,20.8684,0.0025
6.235,835.559,240.7062,20.8476,0.0025
6.2375,836.1608,240.7582,20.8268,0.0025
6.24,836.7628,240.8103,20.806,0.0025
6.2425,837.3648,240.8623,20.7853,0.0025
6.245,837.9671,240.9142,20.7645,0.0025
6.2475,838.5694,240.9661,20.7439,0.0025
6.25,839.1719,241.0179,20.7232,0.0025
6.2525,839.7745,241.0697,20.7016,0.0025
6.255,840.3772,241.1214,20.68,0.0025
6.2575,840.9801,241.1731,20.6585,0.0025
6.26,841.5831,241.2247,20.6371,0.0025
6.2625,842.1862,241.2763,20.6159,0.0025
6.265,842.7895,241.3278,20.5948,0.0025
6.2675,843.3929,241.3793,20.5739,0.0025
6.27,843.9964,241.4307,20.5531,0.0025
6.2725,844.6,241.482,20.5326,0.0025
6.275,845.2038,241.5333,20.5122,0.0025
6.2775,845.8077,241.5846,20.4921,0.0025
6.28,846.4117,241.6358,20.4721,0.0025
6.2825,847.0159,241.687,20.4525,0.0025
6.285,847.6202,241.7381,20.433,0.0025
6.2875,848.2246,241.7891,20.4138,0.0025
6.29,848.8291,241.8401,20.3948,0.0025
6.2925,849.4338,241.8911,20.3761,0.0025
6.295,850.0386,241.942,20.3577,0.0025
6.2975,850.6435,241.9929,20.3395,0.0025
6.3,851.2485,242.0437,20.3216,0.0025
6.3025,851.8537,242.0945,20.3051,0.0025
6.305,852.459,242.1452,20.2889,0.0025
6.3075,853.0644,242.1959,20.2728,0.0025
6.31,853.67,242.2466,20.2571,0.0025
6.3125,854.2756,242.2972,20.2415,0.0025
6.315,854.8815,242.3478,20.2261,0.0025
6.3175,855.4874,242.3984,20.211,0.0025
6.32,856.0934,242.4489,20.196,0.0025
6.3225,856.6996,242.4993,20.1812,0.0025
6.325,857.3059,242.5498,20.1665,0.0025
6.3275,857.9124,242.6002,20.152,0.0025
6.33,858.5189,242.6505,20.1376,0.0025
6.3325,859.1256,242.7009,20.1233,0.0025
6.335,859.7324,242.7511,20.1091,0.0025
6.3375,860.3394,242.8014,20.095,0.0025
6.34,860.9465,242.8516,20.0809,0.0025
6.3425,861.5536,242.9018,20.0669,0.0025
6.345,862.161,242.952,20.0529,0.0025
6.3475,862.7684,243.0021,20.0389,0.0025
6.35,863.376,243.0522,20.0249,0.0025
6.3525,863.9837,243.1022,20.0105,0.0025
6.355,864.5915,243.1522,19.996,0.0025
6.3575,865.1994,243.2022,19.9815,0.0025
6.36,865.8075,243.2521,19.9669,0.0025
6.3625,866.4157,243.302,19.9523,0.0025
6.365,867.024,243.3519,19.9376,0.0025
6.3675,867.6324,243.4017,19.9227,0.0025
6.37,868.241,243.4515,19.9078,0.0025
6.3725,868.8497,243.5012,19.8928,0.0025
6.375,869.4585,243.5501,17.814,0.0025
6.3775,870.0675,243.5936,16.9934,0.0025
6.38,870.6765,243.6351,16.1881,0.0025
6.3825,871.2856,243.6746,15.3989,0.0025
6.385,871.8949,243.7121,14.6242,0.0025
6.3875,872.5042,243.7477,13.8649,0.0025
6.39,873.1136,243.7814,13.1196,0.0025
6.3925,873.7231,243.8133,12.3891,0.0025
6.395,874.3327,243.8434,11.672,0.0025
6.3975,874.9423,243.8717,10.9691,0.0025
6.4,875.552,243.8982,10.2791,0.0025
6.4025,876.1618,243.9231,9.6033,0.0025
6.405,876.7716,243.9463,8.9399,0.0025
6.4075,877.3815,243.9678,8.2896,0.0025
6.41,877.9915,243.9877,7.6512,0.0025
6.4125,878.6015,244.0061,7.0254,0.0025
6.415,879.2115,244.0228,6.411,0.0025
6.4175,879.8216,244.0381,5.8088,0.0025
6.42,880.4317,244.0519,5.2176,0.0025
6.4225,881.0418,244.0642,4.638,0.0025
6.425,881.652,244.0751,4.0691,0.0025
6.4275,882.2622,244.0846,3.5114,0.0025
6.43,882.8724,244.0927,2.9638,0.0025
6.4325,883.4827,244.0994,2.4271,0.0025
6.435,884.0929,244.1048,1.9001,0.0025
6.4375,884.7032,244.1089,1.3835,0.0025
6.44,885.3135,244.1117,0.8763,0.0025
6.4425,885.9238,244.1133,0.379,0.0025
6.445,886.534,244.1136,-0.1091,0.0025
6.4475,887.1443,244.1128,-0.5876,0.0025
6.45,887.7546,244.1107,-1.0574,0.0025
6.4525,888.3649,244.1075,-1.5188,0.0025
6.455,888.9751,244.1031,-1.9718,0.0025
6.4575,889.5854,244.0976,-2.4158,0.0025
6.46,890.1956,244.091,-2.8518,0.0025
6.4625,890.8058,244.0834,-3.2791,0.0025
6.465,891.416,244.0747,-3.6985,0.0025
6.4675,892.0262,244.0649,-4.1097,0.0025
6.47,892.6364,244.0541,-4.5132,0.0025
6.4725,893.2465,244.0423,-4.9087,0.0025
6.475,893.8566,244.0296,-5.297,0.0025
6.4775,894.4666,244.0159,-5.6775,0.0025
6.48,895.0766,244.0012,-6.0509,0.0025
6.4825,895.6866,243.9856,-6.4168,0.0025
6.485,896.2966,243.9691,-6.7759,0.0025
6.4875,896.9065,243.9517,-7.1277,0.0025
6.49,897.5163,243.9335,-7.4729,0.0025
6.4925,898.1261,243.9144,-7.8111,0.0025
6.495,898.7359,243.8944,-8.143,0.0025
6.4975,899.3456,243.8737,-8.4681,0.0025
6.5,899.9553,243.8521,-8.787,0.0025
6.5025,900.5649,243.8297,-9.0984,0.0025
6.505,901.1744,243.8066,-9.4039,0.0025
6.5075,901.7839,243.7827,-9.7032,0.0025
6.51,902.3933,243.7581,-9.9967,0.0025
6.5125,903.0027,243.7327,-10.2841,0.0025
6.515,903.612,243.7067,-10.566,0.0025
6.5175,904.2212,243.6799,-10.8421,0.0025
6.52,904.8304,243.6525,-11.1128,0.0025
6.5225,905.4395,243.6244,-11.3779,0.0025
6.525,906.0485,243.5956,-11.6379,0.0025
6.5275,906.6575,243.5662,-11.8925,0.0025
6.53,907.2663,243.5361,-12.1421,0.0025
6.5325,907.8752,243.5055,-12.3865,0.0025
6.535,908.4839,243.4742,-12.6262,0.0025
6.5375,909.0925,243.4423,-12.8609,0.0025
6.54,909.7011,243.4099,-13.091,0.0025
6.5425,910.3096,243.3769,-13.3163,0.0025
6.545,910.918,243.3433,-13.5372,0.0025
6.5475,911.5263,243.3092,-13.7531,0.0025
6.55,912.1345,243.2746,-13.9646,0.0025
6.5525,912.7427,243.2394,-14.1723,0.0025
6.555,913.3507,243.2037,-14.376,0.0025
6.5575,913.9587,243.1675,-14.5754,0.0025
